rank,id,round,score,exact,under,over,extremeOver,totalOnsets,parameters
456,r003-0030-97d5dd80,3,205,5,6,1,0,110,"{""relativeReattackFactor"":3.916415,""relativeReattackMinDelta"":0.022401,""relativeFluxFactor"":3.541734,""spectralNoveltyRatio"":6,""spectralNoveltyMinBins"":42,""cooldownFrames"":5,""cooldownOverrideFactor"":1.8,""cooldownOverrideMinFlux"":0.013777,""cooldownOverrideMinBandRatio"":0.037841,""analyzeIntervalMs"":35}"
457,r003-0006-e51af3e6,3,205,5,4,4,0,112,"{""relativeReattackFactor"":3.62852,""relativeReattackMinDelta"":0.014582,""relativeFluxFactor"":2.03984,""spectralNoveltyRatio"":2.697328,""spectralNoveltyMinBins"":56,""cooldownFrames"":5,""cooldownOverrideFactor"":2.60714,""cooldownOverrideMinFlux"":0.027534,""cooldownOverrideMinBandRatio"":0.06157,""analyzeIntervalMs"":42}"
458,r005-0052-704aabb1,5,205,5,4,4,0,112,"{""relativeReattackFactor"":3.674395,""relativeReattackMinDelta"":0.016873,""relativeFluxFactor"":2.119893,""spectralNoveltyRatio"":3.260262,""spectralNoveltyMinBins"":50,""cooldownFrames"":5,""cooldownOverrideFactor"":2.583342,""cooldownOverrideMinFlux"":0.028175,""cooldownOverrideMinBandRatio"":0.060011,""analyzeIntervalMs"":42}"
459,r006-0052-31b99ed6,6,205,5,4,4,0,112,"{""relativeReattackFactor"":3.566297,""relativeReattackMinDelta"":0.013165,""relativeFluxFactor"":2.184039,""spectralNoveltyRatio"":2.965216,""spectralNoveltyMinBins"":50,""cooldownFrames"":5,""cooldownOverrideFactor"":2.486841,""cooldownOverrideMinFlux"":0.028606,""cooldownOverrideMinBandRatio"":0.053462,""analyzeIntervalMs"":42}"
460,r004-0069-1d619162,4,202,6,5,1,0,109,"{""relativeReattackFactor"":3.728817,""relativeReattackMinDelta"":0.012527,""relativeFluxFactor"":1.774344,""spectralNoveltyRatio"":2.901995,""spectralNoveltyMinBins"":59,""cooldownFrames"":5,""cooldownOverrideFactor"":2.019591,""cooldownOverrideMinFlux"":0.028666,""cooldownOverrideMinBandRatio"":0.057127,""analyzeIntervalMs"":43}"
461,r003-0027-7c54768a,3,199,5,4,4,0,115,"{""relativeReattackFactor"":3.354397,""relativeReattackMinDelta"":0.021612,""relativeFluxFactor"":3.472908,""spectralNoveltyRatio"":4.735391,""spectralNoveltyMinBins"":33,""cooldownFrames"":5,""cooldownOverrideFactor"":2.094286,""cooldownOverrideMinFlux"":0.013049,""cooldownOverrideMinBandRatio"":0.035362,""analyzeIntervalMs"":42}"
462,r004-0035-68c7241e,4,199,5,5,4,0,110,"{""relativeReattackFactor"":3.268601,""relativeReattackMinDelta"":0.012869,""relativeFluxFactor"":1.899524,""spectralNoveltyRatio"":3.141118,""spectralNoveltyMinBins"":58,""cooldownFrames"":5,""cooldownOverrideFactor"":2.337583,""cooldownOverrideMinFlux"":0.029085,""cooldownOverrideMinBandRatio"":0.057355,""analyzeIntervalMs"":42}"
463,r004-0055-cf785cc9,4,199,5,5,4,0,110,"{""relativeReattackFactor"":3.463095,""relativeReattackMinDelta"":0.013549,""relativeFluxFactor"":1.887015,""spectralNoveltyRatio"":3.580327,""spectralNoveltyMinBins"":59,""cooldownFrames"":5,""cooldownOverrideFactor"":2.613795,""cooldownOverrideMinFlux"":0.029118,""cooldownOverrideMinBandRatio"":0.060038,""analyzeIntervalMs"":42}"
464,r004-0060-c6c31f31,4,199,5,5,4,0,111,"{""relativeReattackFactor"":3.3828,""relativeReattackMinDelta"":0.014433,""relativeFluxFactor"":2.313658,""spectralNoveltyRatio"":3.592409,""spectralNoveltyMinBins"":50,""cooldownFrames"":5,""cooldownOverrideFactor"":2.300773,""cooldownOverrideMinFlux"":0.02905,""cooldownOverrideMinBandRatio"":0.052499,""analyzeIntervalMs"":42}"
465,r004-0070-129e2bc6,4,199,5,5,4,0,110,"{""relativeReattackFactor"":3.479436,""relativeReattackMinDelta"":0.01131,""relativeFluxFactor"":2.11215,""spectralNoveltyRatio"":3.811718,""spectralNoveltyMinBins"":56,""cooldownFrames"":5,""cooldownOverrideFactor"":2.656984,""cooldownOverrideMinFlux"":0.029726,""cooldownOverrideMinBandRatio"":0.052531,""analyzeIntervalMs"":42}"
466,r004-0074-c6b138c4,4,199,5,5,4,0,111,"{""relativeReattackFactor"":3.686829,""relativeReattackMinDelta"":0.013041,""relativeFluxFactor"":2.284187,""spectralNoveltyRatio"":2.929476,""spectralNoveltyMinBins"":53,""cooldownFrames"":5,""cooldownOverrideFactor"":2.326586,""cooldownOverrideMinFlux"":0.02695,""cooldownOverrideMinBandRatio"":0.047733,""analyzeIntervalMs"":42}"
467,r004-0080-4d9d2146,4,199,5,5,4,0,110,"{""relativeReattackFactor"":3.350062,""relativeReattackMinDelta"":0.014717,""relativeFluxFactor"":2.182022,""spectralNoveltyRatio"":3.839477,""spectralNoveltyMinBins"":55,""cooldownFrames"":5,""cooldownOverrideFactor"":2.57236,""cooldownOverrideMinFlux"":0.026449,""cooldownOverrideMinBandRatio"":0.053434,""analyzeIntervalMs"":42}"
468,r005-0046-78ad481c,5,199,5,5,4,0,111,"{""relativeReattackFactor"":3.403512,""relativeReattackMinDelta"":0.012655,""relativeFluxFactor"":2.139234,""spectralNoveltyRatio"":3.039969,""spectralNoveltyMinBins"":51,""cooldownFrames"":5,""cooldownOverrideFactor"":2.599313,""cooldownOverrideMinFlux"":0.027171,""cooldownOverrideMinBandRatio"":0.058135,""analyzeIntervalMs"":42}"
469,r003-0071-2fe60579,3,196,5,5,4,0,112,"{""relativeReattackFactor"":3.738562,""relativeReattackMinDelta"":0.013442,""relativeFluxFactor"":2.4343,""spectralNoveltyRatio"":3.179438,""spectralNoveltyMinBins"":45,""cooldownFrames"":5,""cooldownOverrideFactor"":2.605539,""cooldownOverrideMinFlux"":0.027958,""cooldownOverrideMinBandRatio"":0.064334,""analyzeIntervalMs"":42}"
470,r002-0008-b05f2a72,2,196,5,3,5,0,121,"{""relativeReattackFactor"":3.512048,""relativeReattackMinDelta"":0.017094,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.197624,""spectralNoveltyMinBins"":42,""cooldownFrames"":5,""cooldownOverrideFactor"":3.253101,""cooldownOverrideMinFlux"":0.029,""cooldownOverrideMinBandRatio"":0.057581,""analyzeIntervalMs"":37}"
471,r004-0017-b6350612,4,196,5,3,5,0,114,"{""relativeReattackFactor"":3.848833,""relativeReattackMinDelta"":0.01653,""relativeFluxFactor"":2.011158,""spectralNoveltyRatio"":2.965667,""spectralNoveltyMinBins"":48,""cooldownFrames"":5,""cooldownOverrideFactor"":2.31679,""cooldownOverrideMinFlux"":0.025174,""cooldownOverrideMinBandRatio"":0.053918,""analyzeIntervalMs"":42}"
472,r004-0021-67e12c02,4,196,5,3,5,0,115,"{""relativeReattackFactor"":3.339186,""relativeReattackMinDelta"":0.014325,""relativeFluxFactor"":1.961052,""spectralNoveltyRatio"":2.559194,""spectralNoveltyMinBins"":48,""cooldownFrames"":5,""cooldownOverrideFactor"":2.397452,""cooldownOverrideMinFlux"":0.029071,""cooldownOverrideMinBandRatio"":0.057509,""analyzeIntervalMs"":42}"
473,r004-0033-6a45196a,4,196,5,3,5,0,114,"{""relativeReattackFactor"":3.576839,""relativeReattackMinDelta"":0.012098,""relativeFluxFactor"":1.956825,""spectralNoveltyRatio"":3.008035,""spectralNoveltyMinBins"":49,""cooldownFrames"":5,""cooldownOverrideFactor"":2.486339,""cooldownOverrideMinFlux"":0.025291,""cooldownOverrideMinBandRatio"":0.063529,""analyzeIntervalMs"":42}"
474,r005-0022-d8613e68,5,196,5,3,5,0,115,"{""relativeReattackFactor"":3.555844,""relativeReattackMinDelta"":0.016154,""relativeFluxFactor"":1.878647,""spectralNoveltyRatio"":2.89226,""spectralNoveltyMinBins"":47,""cooldownFrames"":5,""cooldownOverrideFactor"":2.365714,""cooldownOverrideMinFlux"":0.027655,""cooldownOverrideMinBandRatio"":0.058327,""analyzeIntervalMs"":42}"
475,r005-0056-4482374c,5,196,5,3,5,0,114,"{""relativeReattackFactor"":3.644846,""relativeReattackMinDelta"":0.01305,""relativeFluxFactor"":1.94643,""spectralNoveltyRatio"":2.970944,""spectralNoveltyMinBins"":47,""cooldownFrames"":5,""cooldownOverrideFactor"":2.584861,""cooldownOverrideMinFlux"":0.029322,""cooldownOverrideMinBandRatio"":0.058934,""analyzeIntervalMs"":42}"
476,r005-0059-bb003441,5,196,5,3,5,0,115,"{""relativeReattackFactor"":3.50163,""relativeReattackMinDelta"":0.01291,""relativeFluxFactor"":2.024666,""spectralNoveltyRatio"":2.485902,""spectralNoveltyMinBins"":48,""cooldownFrames"":5,""cooldownOverrideFactor"":2.788266,""cooldownOverrideMinFlux"":0.028193,""cooldownOverrideMinBandRatio"":0.063171,""analyzeIntervalMs"":42}"
477,r005-0067-5caf0df3,5,196,5,3,5,0,115,"{""relativeReattackFactor"":3.732682,""relativeReattackMinDelta"":0.01646,""relativeFluxFactor"":2.032471,""spectralNoveltyRatio"":2.726926,""spectralNoveltyMinBins"":47,""cooldownFrames"":5,""cooldownOverrideFactor"":2.568021,""cooldownOverrideMinFlux"":0.028403,""cooldownOverrideMinBandRatio"":0.062679,""analyzeIntervalMs"":42}"
478,r006-0012-fdacc4e4,6,196,5,3,5,0,114,"{""relativeReattackFactor"":3.387431,""relativeReattackMinDelta"":0.014906,""relativeFluxFactor"":1.960333,""spectralNoveltyRatio"":2.860978,""spectralNoveltyMinBins"":49,""cooldownFrames"":5,""cooldownOverrideFactor"":2.238847,""cooldownOverrideMinFlux"":0.029702,""cooldownOverrideMinBandRatio"":0.059948,""analyzeIntervalMs"":42}"
479,r006-0027-d79c0ae0,6,196,5,3,5,0,115,"{""relativeReattackFactor"":3.548506,""relativeReattackMinDelta"":0.013024,""relativeFluxFactor"":2.02646,""spectralNoveltyRatio"":2.726664,""spectralNoveltyMinBins"":49,""cooldownFrames"":5,""cooldownOverrideFactor"":2.50929,""cooldownOverrideMinFlux"":0.027684,""cooldownOverrideMinBandRatio"":0.057849,""analyzeIntervalMs"":42}"
480,r006-0037-9b560c4b,6,196,5,3,5,0,116,"{""relativeReattackFactor"":3.528406,""relativeReattackMinDelta"":0.013373,""relativeFluxFactor"":1.899992,""spectralNoveltyRatio"":2.707454,""spectralNoveltyMinBins"":48,""cooldownFrames"":5,""cooldownOverrideFactor"":2.540296,""cooldownOverrideMinFlux"":0.029174,""cooldownOverrideMinBandRatio"":0.057047,""analyzeIntervalMs"":42}"
481,r006-0059-836f263d,6,196,5,3,5,0,115,"{""relativeReattackFactor"":3.496564,""relativeReattackMinDelta"":0.012381,""relativeFluxFactor"":1.879516,""spectralNoveltyRatio"":2.881856,""spectralNoveltyMinBins"":47,""cooldownFrames"":5,""cooldownOverrideFactor"":2.44235,""cooldownOverrideMinFlux"":0.028152,""cooldownOverrideMinBandRatio"":0.06212,""analyzeIntervalMs"":42}"
482,r006-0063-e5eb013f,6,196,5,3,5,0,114,"{""relativeReattackFactor"":3.484879,""relativeReattackMinDelta"":0.015635,""relativeFluxFactor"":2.021566,""spectralNoveltyRatio"":3.008555,""spectralNoveltyMinBins"":49,""cooldownFrames"":5,""cooldownOverrideFactor"":2.547604,""cooldownOverrideMinFlux"":0.027407,""cooldownOverrideMinBandRatio"":0.061451,""analyzeIntervalMs"":42}"
483,r006-0070-2a26bbf4,6,196,5,3,5,0,115,"{""relativeReattackFactor"":3.300185,""relativeReattackMinDelta"":0.012962,""relativeFluxFactor"":2.007924,""spectralNoveltyRatio"":2.431615,""spectralNoveltyMinBins"":48,""cooldownFrames"":5,""cooldownOverrideFactor"":2.810935,""cooldownOverrideMinFlux"":0.029352,""cooldownOverrideMinBandRatio"":0.058646,""analyzeIntervalMs"":42}"
484,r007-0003-d20c77c0,7,196,5,3,5,0,114,"{""relativeReattackFactor"":3.641161,""relativeReattackMinDelta"":0.016301,""relativeFluxFactor"":2.040573,""spectralNoveltyRatio"":2.804862,""spectralNoveltyMinBins"":49,""cooldownFrames"":5,""cooldownOverrideFactor"":2.685417,""cooldownOverrideMinFlux"":0.027318,""cooldownOverrideMinBandRatio"":0.058503,""analyzeIntervalMs"":42}"
485,r007-0025-ad07985c,7,196,5,3,5,0,116,"{""relativeReattackFactor"":3.315397,""relativeReattackMinDelta"":0.011559,""relativeFluxFactor"":1.886193,""spectralNoveltyRatio"":2.484037,""spectralNoveltyMinBins"":48,""cooldownFrames"":5,""cooldownOverrideFactor"":2.50088,""cooldownOverrideMinFlux"":0.027406,""cooldownOverrideMinBandRatio"":0.055291,""analyzeIntervalMs"":42}"
486,r007-0048-ab413d8a,7,196,5,3,5,0,114,"{""relativeReattackFactor"":3.570869,""relativeReattackMinDelta"":0.015961,""relativeFluxFactor"":1.928772,""spectralNoveltyRatio"":3.152296,""spectralNoveltyMinBins"":48,""cooldownFrames"":5,""cooldownOverrideFactor"":2.538442,""cooldownOverrideMinFlux"":0.026436,""cooldownOverrideMinBandRatio"":0.062102,""analyzeIntervalMs"":42}"
487,r007-0058-ac826c80,7,196,5,3,5,0,114,"{""relativeReattackFactor"":3.747846,""relativeReattackMinDelta"":0.015706,""relativeFluxFactor"":2.089787,""spectralNoveltyRatio"":3.133848,""spectralNoveltyMinBins"":48,""cooldownFrames"":5,""cooldownOverrideFactor"":2.421428,""cooldownOverrideMinFlux"":0.02618,""cooldownOverrideMinBandRatio"":0.060306,""analyzeIntervalMs"":42}"
488,r007-0060-c4eebaaa,7,196,5,3,5,0,116,"{""relativeReattackFactor"":3.487154,""relativeReattackMinDelta"":0.013177,""relativeFluxFactor"":1.836552,""spectralNoveltyRatio"":2.652205,""spectralNoveltyMinBins"":48,""cooldownFrames"":5,""cooldownOverrideFactor"":2.795823,""cooldownOverrideMinFlux"":0.029414,""cooldownOverrideMinBandRatio"":0.060601,""analyzeIntervalMs"":42}"
489,r007-0068-c5ee7f5e,7,196,5,3,5,0,114,"{""relativeReattackFactor"":3.538213,""relativeReattackMinDelta"":0.015101,""relativeFluxFactor"":1.92373,""spectralNoveltyRatio"":2.894784,""spectralNoveltyMinBins"":49,""cooldownFrames"":5,""cooldownOverrideFactor"":2.65173,""cooldownOverrideMinFlux"":0.027562,""cooldownOverrideMinBandRatio"":0.0623,""analyzeIntervalMs"":42}"
490,r007-0070-8546dafb,7,196,5,3,5,0,116,"{""relativeReattackFactor"":3.345235,""relativeReattackMinDelta"":0.011271,""relativeFluxFactor"":1.880597,""spectralNoveltyRatio"":2.586705,""spectralNoveltyMinBins"":49,""cooldownFrames"":5,""cooldownOverrideFactor"":2.739002,""cooldownOverrideMinFlux"":0.027831,""cooldownOverrideMinBandRatio"":0.059842,""analyzeIntervalMs"":42}"
491,r007-0075-ca8c22ad,7,196,5,3,5,0,115,"{""relativeReattackFactor"":3.439879,""relativeReattackMinDelta"":0.012999,""relativeFluxFactor"":1.94586,""spectralNoveltyRatio"":2.689415,""spectralNoveltyMinBins"":47,""cooldownFrames"":5,""cooldownOverrideFactor"":2.726322,""cooldownOverrideMinFlux"":0.0287,""cooldownOverrideMinBandRatio"":0.055376,""analyzeIntervalMs"":42}"
492,r005-0044-47677157,5,196,5,2,6,0,117,"{""relativeReattackFactor"":3.562949,""relativeReattackMinDelta"":0.012791,""relativeFluxFactor"":1.937136,""spectralNoveltyRatio"":2.961988,""spectralNoveltyMinBins"":43,""cooldownFrames"":5,""cooldownOverrideFactor"":2.454951,""cooldownOverrideMinFlux"":0.027893,""cooldownOverrideMinBandRatio"":0.05904,""analyzeIntervalMs"":42}"
493,r007-0045-470e7e78,7,196,5,2,6,0,118,"{""relativeReattackFactor"":3.420657,""relativeReattackMinDelta"":0.011278,""relativeFluxFactor"":1.806628,""spectralNoveltyRatio"":2.484382,""spectralNoveltyMinBins"":47,""cooldownFrames"":5,""cooldownOverrideFactor"":2.608209,""cooldownOverrideMinFlux"":0.029593,""cooldownOverrideMinBandRatio"":0.059606,""analyzeIntervalMs"":42}"
494,r007-0055-30e6d63b,7,196,5,2,6,0,118,"{""relativeReattackFactor"":3.551916,""relativeReattackMinDelta"":0.011591,""relativeFluxFactor"":1.823807,""spectralNoveltyRatio"":2.580812,""spectralNoveltyMinBins"":46,""cooldownFrames"":5,""cooldownOverrideFactor"":2.551014,""cooldownOverrideMinFlux"":0.029631,""cooldownOverrideMinBandRatio"":0.058984,""analyzeIntervalMs"":42}"
495,r002-0077-d6cffd9b,2,194,6,11,0,0,102,"{""relativeReattackFactor"":3.212909,""relativeReattackMinDelta"":0.012821,""relativeFluxFactor"":3.313891,""spectralNoveltyRatio"":4.826062,""spectralNoveltyMinBins"":64,""cooldownFrames"":5,""cooldownOverrideFactor"":4.630886,""cooldownOverrideMinFlux"":0.01712,""cooldownOverrideMinBandRatio"":0.043341,""analyzeIntervalMs"":44}"
496,r003-0039-b45cd371,3,194,6,11,0,0,102,"{""relativeReattackFactor"":3.22721,""relativeReattackMinDelta"":0.010476,""relativeFluxFactor"":3.395039,""spectralNoveltyRatio"":4.859,""spectralNoveltyMinBins"":64,""cooldownFrames"":5,""cooldownOverrideFactor"":4.269006,""cooldownOverrideMinFlux"":0.015595,""cooldownOverrideMinBandRatio"":0.03632,""analyzeIntervalMs"":44}"
497,r004-0029-9a4392bf,4,193,5,9,1,0,104,"{""relativeReattackFactor"":3.716644,""relativeReattackMinDelta"":0.012826,""relativeFluxFactor"":2.15236,""spectralNoveltyRatio"":2.680776,""spectralNoveltyMinBins"":59,""cooldownFrames"":5,""cooldownOverrideFactor"":2.073463,""cooldownOverrideMinFlux"":0.028671,""cooldownOverrideMinBandRatio"":0.049103,""analyzeIntervalMs"":44}"
498,r002-0061-7f318efc,2,193,5,6,3,0,111,"{""relativeReattackFactor"":3.990191,""relativeReattackMinDelta"":0.024421,""relativeFluxFactor"":3.352496,""spectralNoveltyRatio"":6,""spectralNoveltyMinBins"":37,""cooldownFrames"":5,""cooldownOverrideFactor"":2.029576,""cooldownOverrideMinFlux"":0.012441,""cooldownOverrideMinBandRatio"":0.029931,""analyzeIntervalMs"":37}"
499,r003-0010-3d077fa7,3,193,5,6,3,0,112,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.024512,""relativeFluxFactor"":3.192744,""spectralNoveltyRatio"":6,""spectralNoveltyMinBins"":36,""cooldownFrames"":5,""cooldownOverrideFactor"":1.8,""cooldownOverrideMinFlux"":0.014635,""cooldownOverrideMinBandRatio"":0.033873,""analyzeIntervalMs"":37}"
500,r003-0035-73ef042e,3,193,5,6,3,0,111,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.022453,""relativeFluxFactor"":3.415455,""spectralNoveltyRatio"":5.658639,""spectralNoveltyMinBins"":34,""cooldownFrames"":5,""cooldownOverrideFactor"":2.367438,""cooldownOverrideMinFlux"":0.010066,""cooldownOverrideMinBandRatio"":0.036403,""analyzeIntervalMs"":37}"
501,r002-0058-5504f1c9,2,190,5,4,5,0,118,"{""relativeReattackFactor"":3.216276,""relativeReattackMinDelta"":0.012153,""relativeFluxFactor"":2.096885,""spectralNoveltyRatio"":3.342757,""spectralNoveltyMinBins"":49,""cooldownFrames"":5,""cooldownOverrideFactor"":2.285775,""cooldownOverrideMinFlux"":0.02628,""cooldownOverrideMinBandRatio"":0.039169,""analyzeIntervalMs"":37}"
502,r003-0013-edfab0bb,3,190,5,4,5,0,118,"{""relativeReattackFactor"":3.700469,""relativeReattackMinDelta"":0.016817,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.758905,""spectralNoveltyMinBins"":44,""cooldownFrames"":5,""cooldownOverrideFactor"":3.403302,""cooldownOverrideMinFlux"":0.027407,""cooldownOverrideMinBandRatio"":0.065085,""analyzeIntervalMs"":37}"
503,r003-0023-a9981f72,3,190,5,4,5,0,119,"{""relativeReattackFactor"":3.630904,""relativeReattackMinDelta"":0.016838,""relativeFluxFactor"":1.500267,""spectralNoveltyRatio"":3.851587,""spectralNoveltyMinBins"":46,""cooldownFrames"":5,""cooldownOverrideFactor"":3.49184,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.057733,""analyzeIntervalMs"":37}"
504,r003-0048-b4075d0f,3,190,5,4,5,0,119,"{""relativeReattackFactor"":3.466083,""relativeReattackMinDelta"":0.017098,""relativeFluxFactor"":1.662963,""spectralNoveltyRatio"":3.915769,""spectralNoveltyMinBins"":48,""cooldownFrames"":5,""cooldownOverrideFactor"":2.974055,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.059147,""analyzeIntervalMs"":37}"
505,r003-0063-cef901fa,3,190,5,4,5,0,119,"{""relativeReattackFactor"":3.492193,""relativeReattackMinDelta"":0.015739,""relativeFluxFactor"":1.78977,""spectralNoveltyRatio"":4.332254,""spectralNoveltyMinBins"":44,""cooldownFrames"":5,""cooldownOverrideFactor"":3.289383,""cooldownOverrideMinFlux"":0.027457,""cooldownOverrideMinBandRatio"":0.065253,""analyzeIntervalMs"":37}"
506,r003-0033-3340612b,3,190,5,3,6,0,122,"{""relativeReattackFactor"":3.72266,""relativeReattackMinDelta"":0.017742,""relativeFluxFactor"":1.785573,""spectralNoveltyRatio"":3.894192,""spectralNoveltyMinBins"":40,""cooldownFrames"":5,""cooldownOverrideFactor"":3.356684,""cooldownOverrideMinFlux"":0.029018,""cooldownOverrideMinBandRatio"":0.056271,""analyzeIntervalMs"":37}"
507,r006-0029-b62b3925,6,190,5,3,6,0,116,"{""relativeReattackFactor"":3.642789,""relativeReattackMinDelta"":0.011211,""relativeFluxFactor"":1.727983,""spectralNoveltyRatio"":2.995397,""spectralNoveltyMinBins"":49,""cooldownFrames"":5,""cooldownOverrideFactor"":2.207008,""cooldownOverrideMinFlux"":0.026451,""cooldownOverrideMinBandRatio"":0.064508,""analyzeIntervalMs"":42}"
508,r006-0050-e8fbfad9,6,190,5,3,6,0,117,"{""relativeReattackFactor"":3.423269,""relativeReattackMinDelta"":0.012894,""relativeFluxFactor"":1.814033,""spectralNoveltyRatio"":2.893888,""spectralNoveltyMinBins"":46,""cooldownFrames"":5,""cooldownOverrideFactor"":2.658778,""cooldownOverrideMinFlux"":0.027249,""cooldownOverrideMinBandRatio"":0.061224,""analyzeIntervalMs"":42}"
509,r006-0079-fd0e28c6,6,190,5,3,6,0,117,"{""relativeReattackFactor"":3.677536,""relativeReattackMinDelta"":0.012147,""relativeFluxFactor"":1.851381,""spectralNoveltyRatio"":2.894475,""spectralNoveltyMinBins"":46,""cooldownFrames"":5,""cooldownOverrideFactor"":2.163707,""cooldownOverrideMinFlux"":0.025967,""cooldownOverrideMinBandRatio"":0.064579,""analyzeIntervalMs"":42}"
510,r007-0039-f57b9641,7,190,5,3,6,0,116,"{""relativeReattackFactor"":3.411432,""relativeReattackMinDelta"":0.012577,""relativeFluxFactor"":1.747187,""spectralNoveltyRatio"":3.065519,""spectralNoveltyMinBins"":48,""cooldownFrames"":5,""cooldownOverrideFactor"":2.292311,""cooldownOverrideMinFlux"":0.027072,""cooldownOverrideMinBandRatio"":0.064324,""analyzeIntervalMs"":42}"
511,r007-0040-a1c5ac3f,7,190,5,3,6,0,117,"{""relativeReattackFactor"":3.455097,""relativeReattackMinDelta"":0.01191,""relativeFluxFactor"":1.724005,""spectralNoveltyRatio"":2.622474,""spectralNoveltyMinBins"":48,""cooldownFrames"":5,""cooldownOverrideFactor"":2.605316,""cooldownOverrideMinFlux"":0.027741,""cooldownOverrideMinBandRatio"":0.060644,""analyzeIntervalMs"":42}"
512,r003-0014-6a7e33ee,3,187,5,9,1,0,105,"{""relativeReattackFactor"":3.231169,""relativeReattackMinDelta"":0.013973,""relativeFluxFactor"":3.049245,""spectralNoveltyRatio"":5.137097,""spectralNoveltyMinBins"":59,""cooldownFrames"":5,""cooldownOverrideFactor"":4.491538,""cooldownOverrideMinFlux"":0.018487,""cooldownOverrideMinBandRatio"":0.047916,""analyzeIntervalMs"":44}"
513,r004-0019-e57ed41f,4,187,5,8,3,0,108,"{""relativeReattackFactor"":3.603583,""relativeReattackMinDelta"":0.013499,""relativeFluxFactor"":2.311107,""spectralNoveltyRatio"":2.603685,""spectralNoveltyMinBins"":54,""cooldownFrames"":5,""cooldownOverrideFactor"":2.520471,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.055948,""analyzeIntervalMs"":44}"
514,r003-0052-15415909,3,187,5,6,4,0,109,"{""relativeReattackFactor"":3.599155,""relativeReattackMinDelta"":0.02165,""relativeFluxFactor"":3.266689,""spectralNoveltyRatio"":5.71813,""spectralNoveltyMinBins"":42,""cooldownFrames"":5,""cooldownOverrideFactor"":2.435572,""cooldownOverrideMinFlux"":0.011712,""cooldownOverrideMinBandRatio"":0.02463,""analyzeIntervalMs"":42}"
515,r004-0006-1b4bbe20,4,186,5,4,2,0,114,"{""relativeReattackFactor"":3.58889,""relativeReattackMinDelta"":0.013399,""relativeFluxFactor"":1.900922,""spectralNoveltyRatio"":2.562799,""spectralNoveltyMinBins"":51,""cooldownFrames"":5,""cooldownOverrideFactor"":2.587656,""cooldownOverrideMinFlux"":0.026261,""cooldownOverrideMinBandRatio"":0.058724,""analyzeIntervalMs"":43}"
516,r004-0011-3c15f382,4,186,5,4,2,0,114,"{""relativeReattackFactor"":3.721645,""relativeReattackMinDelta"":0.014174,""relativeFluxFactor"":1.759646,""spectralNoveltyRatio"":2.592271,""spectralNoveltyMinBins"":50,""cooldownFrames"":5,""cooldownOverrideFactor"":2.463075,""cooldownOverrideMinFlux"":0.028314,""cooldownOverrideMinBandRatio"":0.05661,""analyzeIntervalMs"":43}"
517,r004-0073-3242fd61,4,186,5,4,2,0,117,"{""relativeReattackFactor"":3.465154,""relativeReattackMinDelta"":0.013273,""relativeFluxFactor"":1.714416,""spectralNoveltyRatio"":2.867497,""spectralNoveltyMinBins"":48,""cooldownFrames"":5,""cooldownOverrideFactor"":2.323173,""cooldownOverrideMinFlux"":0.026053,""cooldownOverrideMinBandRatio"":0.060165,""analyzeIntervalMs"":43}"
518,r004-0077-c40b9862,4,186,5,4,2,0,113,"{""relativeReattackFactor"":3.658464,""relativeReattackMinDelta"":0.016261,""relativeFluxFactor"":1.793253,""spectralNoveltyRatio"":2.785071,""spectralNoveltyMinBins"":51,""cooldownFrames"":5,""cooldownOverrideFactor"":2.842153,""cooldownOverrideMinFlux"":0.027877,""cooldownOverrideMinBandRatio"":0.062081,""analyzeIntervalMs"":43}"
519,r005-0077-83866ea0,5,186,5,4,2,0,115,"{""relativeReattackFactor"":3.507907,""relativeReattackMinDelta"":0.015551,""relativeFluxFactor"":1.861103,""spectralNoveltyRatio"":2.891638,""spectralNoveltyMinBins"":48,""cooldownFrames"":5,""cooldownOverrideFactor"":2.708635,""cooldownOverrideMinFlux"":0.027699,""cooldownOverrideMinBandRatio"":0.062697,""analyzeIntervalMs"":43}"
520,r005-0028-9630a508,5,186,5,3,3,0,120,"{""relativeReattackFactor"":3.666056,""relativeReattackMinDelta"":0.011923,""relativeFluxFactor"":1.465563,""spectralNoveltyRatio"":2.988953,""spectralNoveltyMinBins"":44,""cooldownFrames"":5,""cooldownOverrideFactor"":2.204595,""cooldownOverrideMinFlux"":0.026504,""cooldownOverrideMinBandRatio"":0.063374,""analyzeIntervalMs"":43}"
521,r003-0080-242f8cc5,3,184,5,7,3,0,110,"{""relativeReattackFactor"":3.928827,""relativeReattackMinDelta"":0.025,""relativeFluxFactor"":3.681543,""spectralNoveltyRatio"":5.655986,""spectralNoveltyMinBins"":34,""cooldownFrames"":5,""cooldownOverrideFactor"":2.320202,""cooldownOverrideMinFlux"":0.012554,""cooldownOverrideMinBandRatio"":0.035914,""analyzeIntervalMs"":37}"
