rank,id,round,score,exact,under,over,extremeUnder,extremeOver,totalOnsets,parameters
385,r009-0063-dd3b1ee6,9,13,2,1,13,0,0,146,"{""relativeReattackFactor"":3.089854,""relativeReattackMinDelta"":0.005032,""relativeFluxFactor"":1.461875,""spectralNoveltyRatio"":3.645682,""spectralNoveltyMinBins"":28,""cooldownFrames"":3,""confirmedRmsFactor"":1.631751,""confirmedRmsMinDelta"":0.007052,""confirmedFluxFactor"":2.063111,""confirmedMinFlux"":0.003,""confirmedMinBandRatio"":0.009303,""confirmedSpectralNoveltyMinBins"":9,""cooldownOverrideFactor"":1.922727,""cooldownOverrideMinFlux"":0.029253,""cooldownOverrideMinBandRatio"":0.082629,""analyzeIntervalMs"":41}"
386,r009-0065-265504fc,9,13,2,1,13,0,0,145,"{""relativeReattackFactor"":3.10383,""relativeReattackMinDelta"":0.006169,""relativeFluxFactor"":1.446205,""spectralNoveltyRatio"":4.081798,""spectralNoveltyMinBins"":26,""cooldownFrames"":3,""confirmedRmsFactor"":1.670755,""confirmedRmsMinDelta"":0.008457,""confirmedFluxFactor"":2.22082,""confirmedMinFlux"":0.004253,""confirmedMinBandRatio"":0.014457,""confirmedSpectralNoveltyMinBins"":8,""cooldownOverrideFactor"":1.8,""cooldownOverrideMinFlux"":0.029764,""cooldownOverrideMinBandRatio"":0.081638,""analyzeIntervalMs"":41}"
387,r010-0011-1e5b93aa,10,13,2,1,13,0,0,146,"{""relativeReattackFactor"":3.309222,""relativeReattackMinDelta"":0.005309,""relativeFluxFactor"":1.454479,""spectralNoveltyRatio"":4.298082,""spectralNoveltyMinBins"":24,""cooldownFrames"":3,""confirmedRmsFactor"":1.529604,""confirmedRmsMinDelta"":0.008174,""confirmedFluxFactor"":2.071096,""confirmedMinFlux"":0.004272,""confirmedMinBandRatio"":0.014118,""confirmedSpectralNoveltyMinBins"":11,""cooldownOverrideFactor"":2.367511,""cooldownOverrideMinFlux"":0.028406,""cooldownOverrideMinBandRatio"":0.08017,""analyzeIntervalMs"":41}"
388,r006-0043-d9041cae,6,12,2,1,14,0,0,147,"{""relativeReattackFactor"":3.129713,""relativeReattackMinDelta"":0.004519,""relativeFluxFactor"":1.444688,""spectralNoveltyRatio"":3.896878,""spectralNoveltyMinBins"":24,""cooldownFrames"":3,""confirmedRmsFactor"":1.641728,""confirmedRmsMinDelta"":0.008633,""confirmedFluxFactor"":1.990741,""confirmedMinFlux"":0.003,""confirmedMinBandRatio"":0.013297,""confirmedSpectralNoveltyMinBins"":10,""cooldownOverrideFactor"":2.28518,""cooldownOverrideMinFlux"":0.027845,""cooldownOverrideMinBandRatio"":0.078114,""analyzeIntervalMs"":41}"
389,r008-0006-a5aed04f,8,10,2,1,13,0,0,146,"{""relativeReattackFactor"":3.39834,""relativeReattackMinDelta"":0.005588,""relativeFluxFactor"":1.472357,""spectralNoveltyRatio"":3.959953,""spectralNoveltyMinBins"":22,""cooldownFrames"":3,""confirmedRmsFactor"":1.566983,""confirmedRmsMinDelta"":0.007517,""confirmedFluxFactor"":2.164468,""confirmedMinFlux"":0.003905,""confirmedMinBandRatio"":0.011866,""confirmedSpectralNoveltyMinBins"":12,""cooldownOverrideFactor"":2.07767,""cooldownOverrideMinFlux"":0.02857,""cooldownOverrideMinBandRatio"":0.079339,""analyzeIntervalMs"":41}"
390,r008-0025-ae7fa2a5,8,10,2,1,14,0,0,146,"{""relativeReattackFactor"":2.945358,""relativeReattackMinDelta"":0.006272,""relativeFluxFactor"":1.444088,""spectralNoveltyRatio"":4.122211,""spectralNoveltyMinBins"":27,""cooldownFrames"":3,""confirmedRmsFactor"":1.684552,""confirmedRmsMinDelta"":0.007913,""confirmedFluxFactor"":2.237672,""confirmedMinFlux"":0.003199,""confirmedMinBandRatio"":0.010839,""confirmedSpectralNoveltyMinBins"":10,""cooldownOverrideFactor"":1.8,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.086333,""analyzeIntervalMs"":41}"
391,r008-0072-907ac57d,8,10,2,1,14,0,0,147,"{""relativeReattackFactor"":2.95322,""relativeReattackMinDelta"":0.004587,""relativeFluxFactor"":1.456159,""spectralNoveltyRatio"":3.939767,""spectralNoveltyMinBins"":26,""cooldownFrames"":3,""confirmedRmsFactor"":1.655531,""confirmedRmsMinDelta"":0.00767,""confirmedFluxFactor"":2.037679,""confirmedMinFlux"":0.003737,""confirmedMinBandRatio"":0.007718,""confirmedSpectralNoveltyMinBins"":11,""cooldownOverrideFactor"":1.839661,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.088719,""analyzeIntervalMs"":41}"
392,r009-0023-aa2504e9,9,10,2,1,14,0,0,147,"{""relativeReattackFactor"":2.9502,""relativeReattackMinDelta"":0.00445,""relativeFluxFactor"":1.464548,""spectralNoveltyRatio"":3.590735,""spectralNoveltyMinBins"":28,""cooldownFrames"":3,""confirmedRmsFactor"":1.649373,""confirmedRmsMinDelta"":0.007487,""confirmedFluxFactor"":2.102318,""confirmedMinFlux"":0.003,""confirmedMinBandRatio"":0.007876,""confirmedSpectralNoveltyMinBins"":9,""cooldownOverrideFactor"":1.862378,""cooldownOverrideMinFlux"":0.028962,""cooldownOverrideMinBandRatio"":0.083878,""analyzeIntervalMs"":41}"
393,r008-0078-dd7c9683,8,9,2,1,14,0,0,148,"{""relativeReattackFactor"":3.300057,""relativeReattackMinDelta"":0.005618,""relativeFluxFactor"":1.48823,""spectralNoveltyRatio"":3.736201,""spectralNoveltyMinBins"":21,""cooldownFrames"":3,""confirmedRmsFactor"":1.581734,""confirmedRmsMinDelta"":0.007966,""confirmedFluxFactor"":2.154908,""confirmedMinFlux"":0.003559,""confirmedMinBandRatio"":0.011301,""confirmedSpectralNoveltyMinBins"":12,""cooldownOverrideFactor"":2.02365,""cooldownOverrideMinFlux"":0.029547,""cooldownOverrideMinBandRatio"":0.086024,""analyzeIntervalMs"":41}"
394,r009-0047-3a197031,9,9,2,1,14,0,0,147,"{""relativeReattackFactor"":3.277914,""relativeReattackMinDelta"":0.005435,""relativeFluxFactor"":1.465822,""spectralNoveltyRatio"":4.084955,""spectralNoveltyMinBins"":23,""cooldownFrames"":3,""confirmedRmsFactor"":1.597274,""confirmedRmsMinDelta"":0.008271,""confirmedFluxFactor"":2.120705,""confirmedMinFlux"":0.003678,""confirmedMinBandRatio"":0.01219,""confirmedSpectralNoveltyMinBins"":13,""cooldownOverrideFactor"":2.159614,""cooldownOverrideMinFlux"":0.029198,""cooldownOverrideMinBandRatio"":0.076772,""analyzeIntervalMs"":41}"
395,r004-0033-8875775b,4,9,3,0,21,0,2,157,"{""relativeReattackFactor"":2.914952,""relativeReattackMinDelta"":0.005897,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.76524,""spectralNoveltyMinBins"":16,""cooldownFrames"":3,""confirmedRmsFactor"":1.931672,""confirmedRmsMinDelta"":0.007955,""confirmedFluxFactor"":1.782442,""confirmedMinFlux"":0.004695,""confirmedMinBandRatio"":0.006,""confirmedSpectralNoveltyMinBins"":2,""cooldownOverrideFactor"":1.8,""cooldownOverrideMinFlux"":0.020163,""cooldownOverrideMinBandRatio"":0.086688,""analyzeIntervalMs"":41}"
396,r007-0009-325b5dde,7,8,2,1,15,0,0,149,"{""relativeReattackFactor"":3.052262,""relativeReattackMinDelta"":0.004,""relativeFluxFactor"":1.449738,""spectralNoveltyRatio"":3.950498,""spectralNoveltyMinBins"":20,""cooldownFrames"":3,""confirmedRmsFactor"":1.625145,""confirmedRmsMinDelta"":0.008392,""confirmedFluxFactor"":2.19581,""confirmedMinFlux"":0.004638,""confirmedMinBandRatio"":0.014501,""confirmedSpectralNoveltyMinBins"":10,""cooldownOverrideFactor"":1.958805,""cooldownOverrideMinFlux"":0.027395,""cooldownOverrideMinBandRatio"":0.086191,""analyzeIntervalMs"":41}"
397,r007-0024-d032525f,7,8,2,1,15,0,0,148,"{""relativeReattackFactor"":3.027255,""relativeReattackMinDelta"":0.004,""relativeFluxFactor"":1.4493,""spectralNoveltyRatio"":3.929686,""spectralNoveltyMinBins"":23,""cooldownFrames"":3,""confirmedRmsFactor"":1.628414,""confirmedRmsMinDelta"":0.008289,""confirmedFluxFactor"":2.196149,""confirmedMinFlux"":0.004281,""confirmedMinBandRatio"":0.018131,""confirmedSpectralNoveltyMinBins"":8,""cooldownOverrideFactor"":1.8,""cooldownOverrideMinFlux"":0.028154,""cooldownOverrideMinBandRatio"":0.085266,""analyzeIntervalMs"":41}"
398,r003-0042-dcb6274c,3,8,3,3,10,1,0,137,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.017912,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.355,""spectralNoveltyMinBins"":19,""cooldownFrames"":4,""confirmedRmsFactor"":1.762909,""confirmedRmsMinDelta"":0.002168,""confirmedFluxFactor"":1.672858,""confirmedMinFlux"":0.019477,""confirmedMinBandRatio"":0.024617,""confirmedSpectralNoveltyMinBins"":32,""cooldownOverrideFactor"":3.873,""cooldownOverrideMinFlux"":0.004,""cooldownOverrideMinBandRatio"":0.077806,""analyzeIntervalMs"":46}"
399,r004-0009-c29c88cd,4,6,2,1,14,0,0,146,"{""relativeReattackFactor"":2.941704,""relativeReattackMinDelta"":0.016584,""relativeFluxFactor"":1.408035,""spectralNoveltyRatio"":2.278099,""spectralNoveltyMinBins"":22,""cooldownFrames"":4,""confirmedRmsFactor"":1.342582,""confirmedRmsMinDelta"":0.004399,""confirmedFluxFactor"":1.871579,""confirmedMinFlux"":0.013214,""confirmedMinBandRatio"":0.022648,""confirmedSpectralNoveltyMinBins"":25,""cooldownOverrideFactor"":4.198437,""cooldownOverrideMinFlux"":0.008377,""cooldownOverrideMinBandRatio"":0.09,""analyzeIntervalMs"":40}"
400,r007-0010-97384d01,7,5,2,1,15,0,0,150,"{""relativeReattackFactor"":3.313438,""relativeReattackMinDelta"":0.004956,""relativeFluxFactor"":1.45935,""spectralNoveltyRatio"":4.219447,""spectralNoveltyMinBins"":19,""cooldownFrames"":3,""confirmedRmsFactor"":1.544464,""confirmedRmsMinDelta"":0.007733,""confirmedFluxFactor"":2.013621,""confirmedMinFlux"":0.003353,""confirmedMinBandRatio"":0.012729,""confirmedSpectralNoveltyMinBins"":12,""cooldownOverrideFactor"":1.93886,""cooldownOverrideMinFlux"":0.028109,""cooldownOverrideMinBandRatio"":0.084468,""analyzeIntervalMs"":41}"
401,r007-0026-8d800e4b,7,5,2,1,16,0,0,149,"{""relativeReattackFactor"":2.932615,""relativeReattackMinDelta"":0.006513,""relativeFluxFactor"":1.47123,""spectralNoveltyRatio"":3.701374,""spectralNoveltyMinBins"":23,""cooldownFrames"":3,""confirmedRmsFactor"":1.749492,""confirmedRmsMinDelta"":0.008881,""confirmedFluxFactor"":2.081948,""confirmedMinFlux"":0.003598,""confirmedMinBandRatio"":0.015875,""confirmedSpectralNoveltyMinBins"":12,""cooldownOverrideFactor"":1.887001,""cooldownOverrideMinFlux"":0.0277,""cooldownOverrideMinBandRatio"":0.078438,""analyzeIntervalMs"":41}"
402,r008-0014-9017c513,8,5,2,1,16,0,0,149,"{""relativeReattackFactor"":2.994594,""relativeReattackMinDelta"":0.004918,""relativeFluxFactor"":1.483059,""spectralNoveltyRatio"":3.722281,""spectralNoveltyMinBins"":22,""cooldownFrames"":3,""confirmedRmsFactor"":1.755604,""confirmedRmsMinDelta"":0.008579,""confirmedFluxFactor"":2.135521,""confirmedMinFlux"":0.003097,""confirmedMinBandRatio"":0.015501,""confirmedSpectralNoveltyMinBins"":11,""cooldownOverrideFactor"":1.878751,""cooldownOverrideMinFlux"":0.027878,""cooldownOverrideMinBandRatio"":0.080923,""analyzeIntervalMs"":41}"
403,r004-0036-471703cd,4,5,3,0,22,0,2,159,"{""relativeReattackFactor"":2.732299,""relativeReattackMinDelta"":0.004918,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.331154,""spectralNoveltyMinBins"":16,""cooldownFrames"":3,""confirmedRmsFactor"":1.774129,""confirmedRmsMinDelta"":0.009817,""confirmedFluxFactor"":1.979096,""confirmedMinFlux"":0.004373,""confirmedMinBandRatio"":0.013113,""confirmedSpectralNoveltyMinBins"":8,""cooldownOverrideFactor"":1.8,""cooldownOverrideMinFlux"":0.024178,""cooldownOverrideMinBandRatio"":0.088229,""analyzeIntervalMs"":41}"
404,r005-0064-f8d6e579,5,5,3,0,22,0,2,158,"{""relativeReattackFactor"":2.884203,""relativeReattackMinDelta"":0.004,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.520089,""spectralNoveltyMinBins"":18,""cooldownFrames"":3,""confirmedRmsFactor"":1.571388,""confirmedRmsMinDelta"":0.008844,""confirmedFluxFactor"":2.04233,""confirmedMinFlux"":0.004667,""confirmedMinBandRatio"":0.01649,""confirmedSpectralNoveltyMinBins"":8,""cooldownOverrideFactor"":1.8,""cooldownOverrideMinFlux"":0.026285,""cooldownOverrideMinBandRatio"":0.09,""analyzeIntervalMs"":41}"
405,r018-0063-4cce16f9,18,4,2,1,16,0,0,151,"{""relativeReattackFactor"":3.251593,""relativeReattackMinDelta"":0.008257,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.203878,""spectralNoveltyMinBins"":19,""cooldownFrames"":3,""confirmedRmsFactor"":1.509499,""confirmedRmsMinDelta"":0.0062,""confirmedFluxFactor"":2.111357,""confirmedMinFlux"":0.003,""confirmedMinBandRatio"":0.01206,""confirmedSpectralNoveltyMinBins"":14,""cooldownOverrideFactor"":1.884842,""cooldownOverrideMinFlux"":0.027971,""cooldownOverrideMinBandRatio"":0.079056,""analyzeIntervalMs"":41}"
406,r017-0035-2abdd80f,17,2,2,1,16,0,0,152,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.004,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.940875,""spectralNoveltyMinBins"":11,""cooldownFrames"":2,""confirmedRmsFactor"":1.492168,""confirmedRmsMinDelta"":0.010788,""confirmedFluxFactor"":2.047173,""confirmedMinFlux"":0.003,""confirmedMinBandRatio"":0.024079,""confirmedSpectralNoveltyMinBins"":17,""cooldownOverrideFactor"":2.623983,""cooldownOverrideMinFlux"":0.025594,""cooldownOverrideMinBandRatio"":0.069065,""analyzeIntervalMs"":41}"
407,r006-0032-07b061de,6,0,2,1,17,0,0,152,"{""relativeReattackFactor"":3.125691,""relativeReattackMinDelta"":0.005276,""relativeFluxFactor"":1.478966,""spectralNoveltyRatio"":3.636326,""spectralNoveltyMinBins"":19,""cooldownFrames"":3,""confirmedRmsFactor"":1.728426,""confirmedRmsMinDelta"":0.007666,""confirmedFluxFactor"":2.231209,""confirmedMinFlux"":0.003765,""confirmedMinBandRatio"":0.01958,""confirmedSpectralNoveltyMinBins"":8,""cooldownOverrideFactor"":1.905073,""cooldownOverrideMinFlux"":0.025659,""cooldownOverrideMinBandRatio"":0.082346,""analyzeIntervalMs"":41}"
408,r018-0018-04738aec,18,-2,2,1,17,0,0,152,"{""relativeReattackFactor"":3.483152,""relativeReattackMinDelta"":0.007285,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.662057,""spectralNoveltyMinBins"":16,""cooldownFrames"":3,""confirmedRmsFactor"":1.714843,""confirmedRmsMinDelta"":0.00668,""confirmedFluxFactor"":2.012146,""confirmedMinFlux"":0.004568,""confirmedMinBandRatio"":0.020843,""confirmedSpectralNoveltyMinBins"":6,""cooldownOverrideFactor"":2.597257,""cooldownOverrideMinFlux"":0.029376,""cooldownOverrideMinBandRatio"":0.080329,""analyzeIntervalMs"":41}"
409,r017-0075-a6a49309,17,-5,2,2,19,0,0,148,"{""relativeReattackFactor"":3.892386,""relativeReattackMinDelta"":0.004,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.162659,""spectralNoveltyMinBins"":22,""cooldownFrames"":3,""confirmedRmsFactor"":1.791107,""confirmedRmsMinDelta"":0.010675,""confirmedFluxFactor"":2.393485,""confirmedMinFlux"":0.005123,""confirmedMinBandRatio"":0.011488,""confirmedSpectralNoveltyMinBins"":10,""cooldownOverrideFactor"":1.8,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.09,""analyzeIntervalMs"":33}"
410,r004-0019-43685259,4,-6,2,1,19,0,0,152,"{""relativeReattackFactor"":2.456644,""relativeReattackMinDelta"":0.015474,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.088476,""spectralNoveltyMinBins"":22,""cooldownFrames"":4,""confirmedRmsFactor"":1.171842,""confirmedRmsMinDelta"":0.004651,""confirmedFluxFactor"":1.992898,""confirmedMinFlux"":0.012454,""confirmedMinBandRatio"":0.030227,""confirmedSpectralNoveltyMinBins"":19,""cooldownOverrideFactor"":4.201338,""cooldownOverrideMinFlux"":0.008854,""cooldownOverrideMinBandRatio"":0.080629,""analyzeIntervalMs"":40}"
411,r016-0024-8dc13700,16,-7,2,1,19,0,0,155,"{""relativeReattackFactor"":3.637195,""relativeReattackMinDelta"":0.009233,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.447639,""spectralNoveltyMinBins"":14,""cooldownFrames"":2,""confirmedRmsFactor"":1.860693,""confirmedRmsMinDelta"":0.006851,""confirmedFluxFactor"":2.4,""confirmedMinFlux"":0.005097,""confirmedMinBandRatio"":0.017579,""confirmedSpectralNoveltyMinBins"":7,""cooldownOverrideFactor"":1.8,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.079763,""analyzeIntervalMs"":41}"
412,r011-0080-aeb3b9ce,11,-10,3,3,9,1,0,138,"{""relativeReattackFactor"":3.393568,""relativeReattackMinDelta"":0.005094,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.467574,""spectralNoveltyMinBins"":29,""cooldownFrames"":3,""confirmedRmsFactor"":1.535065,""confirmedRmsMinDelta"":0.007155,""confirmedFluxFactor"":2.05436,""confirmedMinFlux"":0.004029,""confirmedMinBandRatio"":0.018019,""confirmedSpectralNoveltyMinBins"":12,""cooldownOverrideFactor"":2.397785,""cooldownOverrideMinFlux"":0.027338,""cooldownOverrideMinBandRatio"":0.075478,""analyzeIntervalMs"":40}"
413,r016-0056-274d378c,16,-10,3,3,9,1,0,138,"{""relativeReattackFactor"":3.757578,""relativeReattackMinDelta"":0.004,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.610713,""spectralNoveltyMinBins"":29,""cooldownFrames"":3,""confirmedRmsFactor"":1.857611,""confirmedRmsMinDelta"":0.006216,""confirmedFluxFactor"":2.25951,""confirmedMinFlux"":0.009057,""confirmedMinBandRatio"":0.018669,""confirmedSpectralNoveltyMinBins"":4,""cooldownOverrideFactor"":2.668484,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.083538,""analyzeIntervalMs"":40}"
414,r004-0006-1afd4c42,4,-11,3,0,26,0,2,163,"{""relativeReattackFactor"":2.914128,""relativeReattackMinDelta"":0.004,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.040094,""spectralNoveltyMinBins"":14,""cooldownFrames"":3,""confirmedRmsFactor"":1.804391,""confirmedRmsMinDelta"":0.009762,""confirmedFluxFactor"":2.169562,""confirmedMinFlux"":0.004512,""confirmedMinBandRatio"":0.015044,""confirmedSpectralNoveltyMinBins"":10,""cooldownOverrideFactor"":1.8,""cooldownOverrideMinFlux"":0.027291,""cooldownOverrideMinBandRatio"":0.09,""analyzeIntervalMs"":41}"
415,r018-0041-a2967ccb,18,-12,2,3,6,1,0,133,"{""relativeReattackFactor"":3.576185,""relativeReattackMinDelta"":0.004,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.704822,""spectralNoveltyMinBins"":30,""cooldownFrames"":4,""confirmedRmsFactor"":1.661581,""confirmedRmsMinDelta"":0.006941,""confirmedFluxFactor"":1.613183,""confirmedMinFlux"":0.003,""confirmedMinBandRatio"":0.024158,""confirmedSpectralNoveltyMinBins"":17,""cooldownOverrideFactor"":3.720269,""cooldownOverrideMinFlux"":0.024393,""cooldownOverrideMinBandRatio"":0.056034,""analyzeIntervalMs"":41}"
416,r006-0009-1a96c942,6,-14,2,1,21,0,0,154,"{""relativeReattackFactor"":3.091899,""relativeReattackMinDelta"":0.004665,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.566399,""spectralNoveltyMinBins"":18,""cooldownFrames"":3,""confirmedRmsFactor"":1.660728,""confirmedRmsMinDelta"":0.009085,""confirmedFluxFactor"":2.081199,""confirmedMinFlux"":0.004188,""confirmedMinBandRatio"":0.017768,""confirmedSpectralNoveltyMinBins"":6,""cooldownOverrideFactor"":1.852724,""cooldownOverrideMinFlux"":0.025748,""cooldownOverrideMinBandRatio"":0.087079,""analyzeIntervalMs"":40}"
417,r004-0001-ca5bc0bd,4,-14,3,0,27,0,2,164,"{""relativeReattackFactor"":2.884309,""relativeReattackMinDelta"":0.004005,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.477055,""spectralNoveltyMinBins"":10,""cooldownFrames"":3,""confirmedRmsFactor"":1.698969,""confirmedRmsMinDelta"":0.008533,""confirmedFluxFactor"":2.118438,""confirmedMinFlux"":0.005737,""confirmedMinBandRatio"":0.022016,""confirmedSpectralNoveltyMinBins"":7,""cooldownOverrideFactor"":1.876868,""cooldownOverrideMinFlux"":0.023771,""cooldownOverrideMinBandRatio"":0.09,""analyzeIntervalMs"":41}"
418,r004-0014-b00c4eac,4,-16,2,1,15,0,1,150,"{""relativeReattackFactor"":2.640354,""relativeReattackMinDelta"":0.014595,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.66846,""spectralNoveltyMinBins"":22,""cooldownFrames"":4,""confirmedRmsFactor"":1.170649,""confirmedRmsMinDelta"":0.002983,""confirmedFluxFactor"":1.917559,""confirmedMinFlux"":0.010386,""confirmedMinBandRatio"":0.021431,""confirmedSpectralNoveltyMinBins"":23,""cooldownOverrideFactor"":4.117739,""cooldownOverrideMinFlux"":0.009967,""cooldownOverrideMinBandRatio"":0.089328,""analyzeIntervalMs"":41}"
419,r009-0038-cbe0ed38,9,-16,3,3,11,1,0,140,"{""relativeReattackFactor"":3.120681,""relativeReattackMinDelta"":0.006021,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.699048,""spectralNoveltyMinBins"":30,""cooldownFrames"":3,""confirmedRmsFactor"":1.706779,""confirmedRmsMinDelta"":0.007459,""confirmedFluxFactor"":2.133113,""confirmedMinFlux"":0.003,""confirmedMinBandRatio"":0.010351,""confirmedSpectralNoveltyMinBins"":9,""cooldownOverrideFactor"":1.923817,""cooldownOverrideMinFlux"":0.029298,""cooldownOverrideMinBandRatio"":0.087701,""analyzeIntervalMs"":40}"
420,r005-0015-e6048d4b,5,-22,2,1,24,0,0,158,"{""relativeReattackFactor"":2.637691,""relativeReattackMinDelta"":0.005604,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.976023,""spectralNoveltyMinBins"":13,""cooldownFrames"":3,""confirmedRmsFactor"":1.834276,""confirmedRmsMinDelta"":0.00604,""confirmedFluxFactor"":1.705129,""confirmedMinFlux"":0.00488,""confirmedMinBandRatio"":0.008037,""confirmedSpectralNoveltyMinBins"":4,""cooldownOverrideFactor"":1.8,""cooldownOverrideMinFlux"":0.021684,""cooldownOverrideMinBandRatio"":0.086407,""analyzeIntervalMs"":40}"
421,r005-0016-2982d716,5,-26,2,1,18,0,1,153,"{""relativeReattackFactor"":3.16167,""relativeReattackMinDelta"":0.004,""relativeFluxFactor"":1.453462,""spectralNoveltyRatio"":3.48662,""spectralNoveltyMinBins"":18,""cooldownFrames"":3,""confirmedRmsFactor"":1.634943,""confirmedRmsMinDelta"":0.008587,""confirmedFluxFactor"":2.053413,""confirmedMinFlux"":0.004677,""confirmedMinBandRatio"":0.020088,""confirmedSpectralNoveltyMinBins"":8,""cooldownOverrideFactor"":1.968321,""cooldownOverrideMinFlux"":0.028813,""cooldownOverrideMinBandRatio"":0.082018,""analyzeIntervalMs"":41}"
422,r006-0064-93c97581,6,-26,2,1,18,0,1,153,"{""relativeReattackFactor"":3.124236,""relativeReattackMinDelta"":0.004418,""relativeFluxFactor"":1.451801,""spectralNoveltyRatio"":3.337757,""spectralNoveltyMinBins"":18,""cooldownFrames"":3,""confirmedRmsFactor"":1.7034,""confirmedRmsMinDelta"":0.009244,""confirmedFluxFactor"":1.995067,""confirmedMinFlux"":0.004559,""confirmedMinBandRatio"":0.018507,""confirmedSpectralNoveltyMinBins"":9,""cooldownOverrideFactor"":2.213608,""cooldownOverrideMinFlux"":0.024093,""cooldownOverrideMinBandRatio"":0.08676,""analyzeIntervalMs"":41}"
423,r017-0068-8fb70cae,17,-29,3,2,11,1,0,140,"{""relativeReattackFactor"":2.746414,""relativeReattackMinDelta"":0.008364,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":5.1069,""spectralNoveltyMinBins"":26,""cooldownFrames"":4,""confirmedRmsFactor"":1.513247,""confirmedRmsMinDelta"":0.007317,""confirmedFluxFactor"":1.720137,""confirmedMinFlux"":0.005812,""confirmedMinBandRatio"":0.01638,""confirmedSpectralNoveltyMinBins"":20,""cooldownOverrideFactor"":2.195739,""cooldownOverrideMinFlux"":0.029843,""cooldownOverrideMinBandRatio"":0.083841,""analyzeIntervalMs"":45}"
424,r007-0018-16ead52a,7,-30,1,2,12,0,0,142,"{""relativeReattackFactor"":3.084863,""relativeReattackMinDelta"":0.004582,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.123525,""spectralNoveltyMinBins"":32,""cooldownFrames"":3,""confirmedRmsFactor"":1.704039,""confirmedRmsMinDelta"":0.007439,""confirmedFluxFactor"":2.136401,""confirmedMinFlux"":0.003,""confirmedMinBandRatio"":0.013532,""confirmedSpectralNoveltyMinBins"":12,""cooldownOverrideFactor"":1.883801,""cooldownOverrideMinFlux"":0.029226,""cooldownOverrideMinBandRatio"":0.09,""analyzeIntervalMs"":41}"
425,r007-0068-1e0e7d9c,7,-30,1,2,12,0,0,142,"{""relativeReattackFactor"":3.027283,""relativeReattackMinDelta"":0.004651,""relativeFluxFactor"":1.435109,""spectralNoveltyRatio"":4.02093,""spectralNoveltyMinBins"":31,""cooldownFrames"":3,""confirmedRmsFactor"":1.707776,""confirmedRmsMinDelta"":0.007686,""confirmedFluxFactor"":2.074341,""confirmedMinFlux"":0.003638,""confirmedMinBandRatio"":0.00964,""confirmedSpectralNoveltyMinBins"":10,""cooldownOverrideFactor"":1.911737,""cooldownOverrideMinFlux"":0.028961,""cooldownOverrideMinBandRatio"":0.083773,""analyzeIntervalMs"":41}"
426,r016-0062-65f198a9,16,-34,2,3,9,1,0,135,"{""relativeReattackFactor"":3.983265,""relativeReattackMinDelta"":0.010299,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.252921,""spectralNoveltyMinBins"":26,""cooldownFrames"":3,""confirmedRmsFactor"":1.581306,""confirmedRmsMinDelta"":0.009422,""confirmedFluxFactor"":2.4,""confirmedMinFlux"":0.009961,""confirmedMinBandRatio"":0.011056,""confirmedSpectralNoveltyMinBins"":17,""cooldownOverrideFactor"":2.882243,""cooldownOverrideMinFlux"":0.021189,""cooldownOverrideMinBandRatio"":0.052786,""analyzeIntervalMs"":46}"
